Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint,OD
14,beta-Hydroxybutyric acid,Glycerol,Enterobacter,1,48,0.2991
1.63,Valeric acid,Glycerol,Enterobacter,1,48,0.2991
5940,Acetic acid,Glycerol,Enterobacter,1,48,0.2991
18,Citric acid,Glycerol,Enterobacter,1,48,0.2991
0.337,Putrescine,Glycerol,Enterobacter,1,48,0.2991
0,Hippuric acid,Glycerol,Enterobacter,1,48,0.2991
8.35,Fumaric acid,Glycerol,Enterobacter,1,48,0.2991
4.13,Butyric acid,Glycerol,Enterobacter,2,48,0.3335
0,Valine,Glycerol,Enterobacter,2,48,0.3335
0,Alanine,Glycerol,Enterobacter,2,48,0.3335
15.4,beta-Hydroxybutyric acid,Glycerol,Enterobacter,2,48,0.3335
948,Lactic acid,Glycerol,Enterobacter,2,48,0.3335
0.578,Asparagine,Glycerol,Enterobacter,2,48,0.3335
4860,Acetic acid,Glycerol,Enterobacter,2,48,0.3335
8.03,Citric acid,Glycerol,Enterobacter,2,48,0.3335
0.0884,alpha-Ketoglutaric acid,Glycerol,Enterobacter,2,48,0.3335
0,Serine,Glycerol,Enterobacter,2,48,0.3335
3.03,Glycine,Glycerol,Enterobacter,2,48,0.3335
16.2,Propionic acid,Glycerol,Enterobacter,2,48,0.3335
52,Succinic acid,Glycerol,Enterobacter,2,48,0.3335
6.39,Fumaric acid,Glycerol,Enterobacter,2,48,0.3335
1.33,Valeric acid,Glycerol,Enterobacter,2,48,0.3335
0.905,Pyruvic acid,Glycerol,Enterobacter,2,48,0.3335
0.0386,Putrescine,Glycerol,Enterobacter,2,48,0.3335
16.3,Acetyl-ornithine,Glycerol,Enterobacter,2,48,0.3335
0,Methionine,Glycerol,Enterobacter,2,48,0.3335
0,Hippuric acid,Glycerol,Enterobacter,2,48,0.3335
0.106,Asparagine,Glycerol,Pputida,1,16,0.0176
0.0414,Methionine,Glycerol,Pputida,1,16,0.0176
0,Valine,Glycerol,Pputida,1,16,0.0176
0.0412,Succinic acid,Glycerol,Pputida,1,16,0.0176
0.151,Butyric acid,Glycerol,Pputida,1,16,0.0176
0,beta-Hydroxybutyric acid,Glycerol,Pputida,1,16,0.0176
0,Serine,Glycerol,Pputida,1,16,0.0176
212,Acetic acid,Glycerol,Pputida,1,16,0.0176
0,Alanine,Glycerol,Pputida,1,16,0.0176
0,Pyruvic acid,Glycerol,Pputida,1,16,0.0176
2.84,Glycine,Glycerol,Pputida,1,16,0.0176
0,Hippuric acid,Glycerol,Pputida,1,16,0.0176
0.355,Valeric acid,Glycerol,Pputida,1,16,0.0176
0.335,Citric acid,Glycerol,Pputida,1,16,0.0176
0,Lactic acid,Glycerol,Pputida,1,16,0.0176
0.052,Fumaric acid,Glycerol,Pputida,1,16,0.0176
0,Putrescine,Glycerol,Pputida,1,16,0.0176
5.61,Propionic acid,Glycerol,Pputida,1,16,0.0176
0,alpha-Ketoglutaric acid,Glycerol,Pputida,1,16,0.0176
0,Acetyl-ornithine,Glycerol,Pputida,1,16,0.0176
0,Valine,Glycerol,Pputida,2,16,0.0162
0,Pyruvic acid,Glycerol,Pputida,2,16,0.0162
0,Acetyl-ornithine,Glycerol,Pputida,2,16,0.0162
0.298,Asparagine,Glycerol,Pputida,2,16,0.0162
0,Putrescine,Glycerol,Pputida,2,16,0.0162
0,beta-Hydroxybutyric acid,Glycerol,Pputida,2,16,0.0162
0,Alanine,Glycerol,Pputida,2,16,0.0162
6.31,Propionic acid,Glycerol,Pputida,2,16,0.0162
0,alpha-Ketoglutaric acid,Glycerol,Pputida,2,16,0.0162
0.0424,Succinic acid,Glycerol,Pputida,2,16,0.0162
0,Serine,Glycerol,Pputida,2,16,0.0162
223,Acetic acid,Glycerol,Pputida,2,16,0.0162
0.421,Butyric acid,Glycerol,Pputida,2,16,0.0162
0.36,Citric acid,Glycerol,Pputida,2,16,0.0162
0,Hippuric acid,Glycerol,Pputida,2,16,0.0162
2.63,Glycine,Glycerol,Pputida,2,16,0.0162
0,Lactic acid,Glycerol,Pputida,2,16,0.0162
0.0388,Fumaric acid,Glycerol,Pputida,2,16,0.0162
0.639,Valeric acid,Glycerol,Pputida,2,16,0.0162
0.195,Methionine,Glycerol,Pputida,2,16,0.0162
0,Pyruvic acid,Glycerol,Pputida,1,28,0.0697
0,beta-Hydroxybutyric acid,Glycerol,Pputida,1,28,0.0697
0.0128,Succinic acid,Glycerol,Pputida,1,28,0.0697
0,Serine,Glycerol,Pputida,1,28,0.0697
0,Alanine,Glycerol,Pputida,1,28,0.0697
0.404,Valeric acid,Glycerol,Pputida,1,28,0.0697
0.0646,Fumaric acid,Glycerol,Pputida,1,28,0.0697
0,Lactic acid,Glycerol,Pputida,1,28,0.0697
0,Valine,Glycerol,Pputida,1,28,0.0697
0,Acetyl-ornithine,Glycerol,Pputida,1,28,0.0697
0,Asparagine,Glycerol,Pputida,1,28,0.0697
0,alpha-Ketoglutaric acid,Glycerol,Pputida,1,28,0.0697
3.92,Propionic acid,Glycerol,Pputida,1,28,0.0697
0.543,Citric acid,Glycerol,Pputida,1,28,0.0697
0,Methionine,Glycerol,Pputida,1,28,0.0697
4.89,Glycine,Glycerol,Pputida,1,28,0.0697
0,Hippuric acid,Glycerol,Pputida,1,28,0.0697
0.137,Butyric acid,Glycerol,Pputida,1,28,0.0697
0,Putrescine,Glycerol,Pputida,1,28,0.0697
217,Acetic acid,Glycerol,Pputida,1,28,0.0697
0,beta-Hydroxybutyric acid,Glycerol,Pputida,2,28,0.0658
0.0562,Fumaric acid,Glycerol,Pputida,2,28,0.0658
0,Valine,Glycerol,Pputida,2,28,0.0658
0.0725,Succinic acid,Glycerol,Pputida,2,28,0.0658
7.19,Propionic acid,Glycerol,Pputida,2,28,0.0658
0.603,Acetyl-ornithine,Glycerol,Pputida,2,28,0.0658
2.62,Glycine,Glycerol,Pputida,2,28,0.0658
0,Alanine,Glycerol,Pputida,2,28,0.0658
0.608,Asparagine,Glycerol,Pputida,2,28,0.0658
0,Lactic acid,Glycerol,Pputida,2,28,0.0658
0,Methionine,Glycerol,Pputida,2,28,0.0658
0,Serine,Glycerol,Pputida,2,28,0.0658
1.02,Butyric acid,Glycerol,Pputida,2,28,0.0658
0,Pyruvic acid,Glycerol,Pputida,2,28,0.0658
0,alpha-Ketoglutaric acid,Glycerol,Pputida,2,28,0.0658
0,Putrescine,Glycerol,Pputida,2,28,0.0658
209,Acetic acid,Glycerol,Pputida,2,28,0.0658
0.622,Citric acid,Glycerol,Pputida,2,28,0.0658
0,Hippuric acid,Glycerol,Pputida,2,28,0.0658
0.451,Valeric acid,Glycerol,Pputida,2,28,0.0658
0,Alanine,Glycerol,Pputida,1,48,0.2776
0,Pyruvic acid,Glycerol,Pputida,1,48,0.2776
1.27,Acetyl-ornithine,Glycerol,Pputida,1,48,0.2776
0,Hippuric acid,Glycerol,Pputida,1,48,0.2776
6.3,Propionic acid,Glycerol,Pputida,1,48,0.2776
0,beta-Hydroxybutyric acid,Glycerol,Pputida,1,48,0.2776
0.0488,Fumaric acid,Glycerol,Pputida,1,48,0.2776
0,Valine,Glycerol,Pputida,1,48,0.2776
0,Asparagine,Glycerol,Pputida,1,48,0.2776
0,alpha-Ketoglutaric acid,Glycerol,Pputida,1,48,0.2776
0,Putrescine,Glycerol,Pputida,1,48,0.2776
0,Lactic acid,Glycerol,Pputida,1,48,0.2776
3.21,Glycine,Glycerol,Pputida,1,48,0.2776
1.01,Butyric acid,Glycerol,Pputida,1,48,0.2776
0,Methionine,Glycerol,Pputida,1,48,0.2776
0,Serine,Glycerol,Pputida,1,48,0.2776
371,Acetic acid,Glycerol,Pputida,1,48,0.2776
0.0504,Succinic acid,Glycerol,Pputida,1,48,0.2776
1.19,Citric acid,Glycerol,Pputida,1,48,0.2776
0.456,Valeric acid,Glycerol,Pputida,1,48,0.2776
0,Valine,Glycerol,Pputida,2,48,0.2595
0.0645,Succinic acid,Glycerol,Pputida,2,48,0.2595
0,Pyruvic acid,Glycerol,Pputida,2,48,0.2595
0,Serine,Glycerol,Pputida,2,48,0.2595
0,Alanine,Glycerol,Pputida,2,48,0.2595
2.84,Glycine,Glycerol,Pputida,2,48,0.2595
0,beta-Hydroxybutyric acid,Glycerol,Pputida,2,48,0.2595
0.659,Valeric acid,Glycerol,Pputida,2,48,0.2595
2.03,Acetyl-ornithine,Glycerol,Pputida,2,48,0.2595
1.23,Citric acid,Glycerol,Pputida,2,48,0.2595
0,Lactic acid,Glycerol,Pputida,2,48,0.2595
0.0526,Fumaric acid,Glycerol,Pputida,2,48,0.2595
9.64,Propionic acid,Glycerol,Pputida,2,48,0.2595
0,alpha-Ketoglutaric acid,Glycerol,Pputida,2,48,0.2595
0,Putrescine,Glycerol,Pputida,2,48,0.2595
0,Asparagine,Glycerol,Pputida,2,48,0.2595
0.0963,Methionine,Glycerol,Pputida,2,48,0.2595
0,Hippuric acid,Glycerol,Pputida,2,48,0.2595
1.69,Butyric acid,Glycerol,Pputida,2,48,0.2595
362,Acetic acid,Glycerol,Pputida,2,48,0.2595
0.0497,Succinic acid,Glycerol,Pseudomonas,1,16,0.0177
0.795,Butyric acid,Glycerol,Pseudomonas,1,16,0.0177
0,Asparagine,Glycerol,Pseudomonas,1,16,0.0177
0,Valine,Glycerol,Pseudomonas,1,16,0.0177
0,Serine,Glycerol,Pseudomonas,1,16,0.0177
0,Alanine,Glycerol,Pseudomonas,1,16,0.0177
6.87,Propionic acid,Glycerol,Pseudomonas,1,16,0.0177
3.79,Glycine,Glycerol,Pseudomonas,1,16,0.0177
0,Acetyl-ornithine,Glycerol,Pseudomonas,1,16,0.0177
0.0512,Fumaric acid,Glycerol,Pseudomonas,1,16,0.0177
0.482,Valeric acid,Glycerol,Pseudomonas,1,16,0.0177
0,Pyruvic acid,Glycerol,Pseudomonas,1,16,0.0177
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,1,16,0.0177
0,Putrescine,Glycerol,Pseudomonas,1,16,0.0177
0,Hippuric acid,Glycerol,Pseudomonas,1,16,0.0177
0.304,Citric acid,Glycerol,Pseudomonas,1,16,0.0177
247,Acetic acid,Glycerol,Pseudomonas,1,16,0.0177
0.174,Methionine,Glycerol,Pseudomonas,1,16,0.0177
0,Lactic acid,Glycerol,Pseudomonas,1,16,0.0177
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,1,16,0.0177
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,2,16,0.009
1.16,Butyric acid,Glycerol,Pseudomonas,2,16,0.009
0,Pyruvic acid,Glycerol,Pseudomonas,2,16,0.009
0,Serine,Glycerol,Pseudomonas,2,16,0.009
0,Alanine,Glycerol,Pseudomonas,2,16,0.009
0,Asparagine,Glycerol,Pseudomonas,2,16,0.009
0,Valine,Glycerol,Pseudomonas,2,16,0.009
0,Acetyl-ornithine,Glycerol,Pseudomonas,2,16,0.009
0.0539,Fumaric acid,Glycerol,Pseudomonas,2,16,0.009
0.0858,Succinic acid,Glycerol,Pseudomonas,2,16,0.009
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,2,16,0.009
0,Putrescine,Glycerol,Pseudomonas,2,16,0.009
0.74,Valeric acid,Glycerol,Pseudomonas,2,16,0.009
0.356,Citric acid,Glycerol,Pseudomonas,2,16,0.009
8.44,Propionic acid,Glycerol,Pseudomonas,2,16,0.009
0.152,Methionine,Glycerol,Pseudomonas,2,16,0.009
2.63,Glycine,Glycerol,Pseudomonas,2,16,0.009
0,Hippuric acid,Glycerol,Pseudomonas,2,16,0.009
279,Acetic acid,Glycerol,Pseudomonas,2,16,0.009
0,Lactic acid,Glycerol,Pseudomonas,2,16,0.009
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,1,28,0.0565
0,Lactic acid,Glycerol,Pseudomonas,1,28,0.0565
6.5,Propionic acid,Glycerol,Pseudomonas,1,28,0.0565
0,Valine,Glycerol,Pseudomonas,1,28,0.0565
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,1,28,0.0565
2.66,Glycine,Glycerol,Pseudomonas,1,28,0.0565
0.0443,Succinic acid,Glycerol,Pseudomonas,1,28,0.0565
0,Acetyl-ornithine,Glycerol,Pseudomonas,1,28,0.0565
0,Serine,Glycerol,Pseudomonas,1,28,0.0565
0.0493,Fumaric acid,Glycerol,Pseudomonas,1,28,0.0565
0,Pyruvic acid,Glycerol,Pseudomonas,1,28,0.0565
0.63,Asparagine,Glycerol,Pseudomonas,1,28,0.0565
1.04,Butyric acid,Glycerol,Pseudomonas,1,28,0.0565
0,Putrescine,Glycerol,Pseudomonas,1,28,0.0565
222,Acetic acid,Glycerol,Pseudomonas,1,28,0.0565
0,Alanine,Glycerol,Pseudomonas,1,28,0.0565
0,Hippuric acid,Glycerol,Pseudomonas,1,28,0.0565
0.336,Citric acid,Glycerol,Pseudomonas,1,28,0.0565
0.045,Methionine,Glycerol,Pseudomonas,1,28,0.0565
0.388,Valeric acid,Glycerol,Pseudomonas,1,28,0.0565
0.127,Methionine,Glycerol,Pseudomonas,2,28,0.0659
0,Valine,Glycerol,Pseudomonas,2,28,0.0659
0.185,Succinic acid,Glycerol,Pseudomonas,2,28,0.0659
0.0391,Fumaric acid,Glycerol,Pseudomonas,2,28,0.0659
0,Alanine,Glycerol,Pseudomonas,2,28,0.0659
0,Lactic acid,Glycerol,Pseudomonas,2,28,0.0659
0,Asparagine,Glycerol,Pseudomonas,2,28,0.0659
1.31,Butyric acid,Glycerol,Pseudomonas,2,28,0.0659
0,Serine,Glycerol,Pseudomonas,2,28,0.0659
7.85,Propionic acid,Glycerol,Pseudomonas,2,28,0.0659
0,Pyruvic acid,Glycerol,Pseudomonas,2,28,0.0659
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,2,28,0.0659
2.61,Glycine,Glycerol,Pseudomonas,2,28,0.0659
0.517,Valeric acid,Glycerol,Pseudomonas,2,28,0.0659
0.376,Citric acid,Glycerol,Pseudomonas,2,28,0.0659
187,Acetic acid,Glycerol,Pseudomonas,2,28,0.0659
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,2,28,0.0659
0,Hippuric acid,Glycerol,Pseudomonas,2,28,0.0659
0,Acetyl-ornithine,Glycerol,Pseudomonas,2,28,0.0659
0,Putrescine,Glycerol,Pseudomonas,2,28,0.0659
0,Putrescine,Glycerol,Pseudomonas,1,48,0.1397
0.0494,Methionine,Glycerol,Pseudomonas,1,48,0.1397
0,Valine,Glycerol,Pseudomonas,1,48,0.1397
0,Alanine,Glycerol,Pseudomonas,1,48,0.1397
0,Pyruvic acid,Glycerol,Pseudomonas,1,48,0.1397
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,1,48,0.1397
0,Serine,Glycerol,Pseudomonas,1,48,0.1397
0,Asparagine,Glycerol,Pseudomonas,1,48,0.1397
0.97,Butyric acid,Glycerol,Pseudomonas,1,48,0.1397
0,Lactic acid,Glycerol,Pseudomonas,1,48,0.1397
3.09,Glycine,Glycerol,Pseudomonas,1,48,0.1397
0.0495,Succinic acid,Glycerol,Pseudomonas,1,48,0.1397
7.77,Propionic acid,Glycerol,Pseudomonas,1,48,0.1397
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,1,48,0.1397
0.502,Valeric acid,Glycerol,Pseudomonas,1,48,0.1397
1.61,Citric acid,Glycerol,Pseudomonas,1,48,0.1397
290,Acetic acid,Glycerol,Pseudomonas,1,48,0.1397
0.711,Acetyl-ornithine,Glycerol,Pseudomonas,1,48,0.1397
0,Hippuric acid,Glycerol,Pseudomonas,1,48,0.1397
0.0517,Fumaric acid,Glycerol,Pseudomonas,1,48,0.1397
0,Serine,Glycerol,Pseudomonas,2,48,0.3341
0,Putrescine,Glycerol,Pseudomonas,2,48,0.3341
0,Valine,Glycerol,Pseudomonas,2,48,0.3341
0,Lactic acid,Glycerol,Pseudomonas,2,48,0.3341
0,beta-Hydroxybutyric acid,Glycerol,Pseudomonas,2,48,0.3341
8.99,Propionic acid,Glycerol,Pseudomonas,2,48,0.3341
0,alpha-Ketoglutaric acid,Glycerol,Pseudomonas,2,48,0.3341
2.68,Glycine,Glycerol,Pseudomonas,2,48,0.3341
0.177,Succinic acid,Glycerol,Pseudomonas,2,48,0.3341
0,Alanine,Glycerol,Pseudomonas,2,48,0.3341
1.96,Butyric acid,Glycerol,Pseudomonas,2,48,0.3341
0.0514,Fumaric acid,Glycerol,Pseudomonas,2,48,0.3341
0,Pyruvic acid,Glycerol,Pseudomonas,2,48,0.3341
0.757,Asparagine,Glycerol,Pseudomonas,2,48,0.3341
403,Acetic acid,Glycerol,Pseudomonas,2,48,0.3341
0.117,Methionine,Glycerol,Pseudomonas,2,48,0.3341
1.57,Acetyl-ornithine,Glycerol,Pseudomonas,2,48,0.3341
0,Hippuric acid,Glycerol,Pseudomonas,2,48,0.3341
1.95,Citric acid,Glycerol,Pseudomonas,2,48,0.3341
1.05,Valeric acid,Glycerol,Pseudomonas,2,48,0.3341
0.706,Serine,Pyruvate,Ecoli,1,16,0.0049
0,Lactic acid,Pyruvate,Ecoli,1,16,0.0049
0.0474,alpha-Ketoglutaric acid,Pyruvate,Ecoli,1,16,0.0049
1.12,Citric acid,Pyruvate,Ecoli,1,16,0.0049
0.137,Succinic acid,Pyruvate,Ecoli,1,16,0.0049
0,beta-Hydroxybutyric acid,Pyruvate,Ecoli,1,16,0.0049
0,Asparagine,Pyruvate,Ecoli,1,16,0.0049
0,Alanine,Pyruvate,Ecoli,1,16,0.0049
376,Pyruvic acid,Pyruvate,Ecoli,1,16,0.0049
0,Propionic acid,Pyruvate,Ecoli,1,16,0.0049
0,Valine,Pyruvate,Ecoli,1,16,0.0049
0,Valeric acid,Pyruvate,Ecoli,1,16,0.0049
73.6,Acetic acid,Pyruvate,Ecoli,1,16,0.0049
0,Glycine,Pyruvate,Ecoli,1,16,0.0049
0.271,Fumaric acid,Pyruvate,Ecoli,1,16,0.0049
0,Acetyl-ornithine,Pyruvate,Ecoli,1,16,0.0049
0.127,Methionine,Pyruvate,Ecoli,1,16,0.0049
0,Putrescine,Pyruvate,Ecoli,1,16,0.0049
0,Butyric acid,Pyruvate,Ecoli,1,16,0.0049
0.112,Hippuric acid,Pyruvate,Ecoli,1,16,0.0049
0,Valine,Pyruvate,Ecoli,2,16,0.0036
0.806,Serine,Pyruvate,Ecoli,2,16,0.0036
0,beta-Hydroxybutyric acid,Pyruvate,Ecoli,2,16,0.0036
363,Pyruvic acid,Pyruvate,Ecoli,2,16,0.0036
0,Asparagine,Pyruvate,Ecoli,2,16,0.0036
0,Lactic acid,Pyruvate,Ecoli,2,16,0.0036
0.127,Methionine,Pyruvate,Ecoli,2,16,0.0036
0,Alanine,Pyruvate,Ecoli,2,16,0.0036
0.132,Succinic acid,Pyruvate,Ecoli,2,16,0.0036
0,Butyric acid,Pyruvate,Ecoli,2,16,0.0036
0.203,Fumaric acid,Pyruvate,Ecoli,2,16,0.0036
0,Glycine,Pyruvate,Ecoli,2,16,0.0036
53.6,Acetic acid,Pyruvate,Ecoli,2,16,0.0036
0,Propionic acid,Pyruvate,Ecoli,2,16,0.0036
1.14,Citric acid,Pyruvate,Ecoli,2,16,0.0036
0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,2,16,0.0036
0,Hippuric acid,Pyruvate,Ecoli,2,16,0.0036
0,Valeric acid,Pyruvate,Ecoli,2,16,0.0036
0.14,Acetyl-ornithine,Pyruvate,Ecoli,2,16,0.0036
0,Putrescine,Pyruvate,Ecoli,2,16,0.0036
0,Alanine,Pyruvate,Ecoli,1,28,0.0143
0.178,Succinic acid,Pyruvate,Ecoli,1,28,0.0143
0,Glycine,Pyruvate,Ecoli,1,28,0.0143
0,Propionic acid,Pyruvate,Ecoli,1,28,0.0143
391,Pyruvic acid,Pyruvate,Ecoli,1,28,0.0143
0,Putrescine,Pyruvate,Ecoli,1,28,0.0143
0,Valine,Pyruvate,Ecoli,1,28,0.0143
0,Asparagine,Pyruvate,Ecoli,1,28,0.0143
0.0459,Methionine,Pyruvate,Ecoli,1,28,0.0143
0.216,Acetyl-ornithine,Pyruvate,Ecoli,1,28,0.0143
276,Acetic acid,Pyruvate,Ecoli,1,28,0.0143
0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,1,28,0.0143
0,beta-Hydroxybutyric acid,Pyruvate,Ecoli,1,28,0.0143
1.12,Serine,Pyruvate,Ecoli,1,28,0.0143
0.238,Fumaric acid,Pyruvate,Ecoli,1,28,0.0143
0.0583,Butyric acid,Pyruvate,Ecoli,1,28,0.0143
1.18,Citric acid,Pyruvate,Ecoli,1,28,0.0143
0.125,Hippuric acid,Pyruvate,Ecoli,1,28,0.0143
0.109,Valeric acid,Pyruvate,Ecoli,1,28,0.0143
0,Lactic acid,Pyruvate,Ecoli,1,28,0.0143
0,Asparagine,Pyruvate,Ecoli,2,28,0.0111
0,Alanine,Pyruvate,Ecoli,2,28,0.0111
398,Pyruvic acid,Pyruvate,Ecoli,2,28,0.0111
0,beta-Hydroxybutyric acid,Pyruvate,Ecoli,2,28,0.0111
3.2,Serine,Pyruvate,Ecoli,2,28,0.0111
0,Valine,Pyruvate,Ecoli,2,28,0.0111
1.25,Citric acid,Pyruvate,Ecoli,2,28,0.0111
0,Butyric acid,Pyruvate,Ecoli,2,28,0.0111
0.118,Putrescine,Pyruvate,Ecoli,2,28,0.0111
0,Acetyl-ornithine,Pyruvate,Ecoli,2,28,0.0111
0.23,Succinic acid,Pyruvate,Ecoli,2,28,0.0111
0,Lactic acid,Pyruvate,Ecoli,2,28,0.0111
0,Propionic acid,Pyruvate,Ecoli,2,28,0.0111
0,Valeric acid,Pyruvate,Ecoli,2,28,0.0111
0.216,Fumaric acid,Pyruvate,Ecoli,2,28,0.0111
0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,2,28,0.0111
0.114,Hippuric acid,Pyruvate,Ecoli,2,28,0.0111
204,Acetic acid,Pyruvate,Ecoli,2,28,0.0111
0,Glycine,Pyruvate,Ecoli,2,28,0.0111
0.223,Methionine,Pyruvate,Ecoli,2,28,0.0111
1.81,Serine,Pyruvate,Ecoli,1,48,0.1127
0,Valine,Pyruvate,Ecoli,1,48,0.1127
391,Pyruvic acid,Pyruvate,Ecoli,1,48,0.1127
10.1,Succinic acid,Pyruvate,Ecoli,1,48,0.1127
5.15,beta-Hydroxybutyric acid,Pyruvate,Ecoli,1,48,0.1127
1.06,Fumaric acid,Pyruvate,Ecoli,1,48,0.1127
0,Glycine,Pyruvate,Ecoli,1,48,0.1127
0,Alanine,Pyruvate,Ecoli,1,48,0.1127
0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,1,48,0.1127
3.92,Acetyl-ornithine,Pyruvate,Ecoli,1,48,0.1127
0.0665,Methionine,Pyruvate,Ecoli,1,48,0.1127
0,Valeric acid,Pyruvate,Ecoli,1,48,0.1127
13.4,Propionic acid,Pyruvate,Ecoli,1,48,0.1127
628,Lactic acid,Pyruvate,Ecoli,1,48,0.1127
2.44,Citric acid,Pyruvate,Ecoli,1,48,0.1127
0,Asparagine,Pyruvate,Ecoli,1,48,0.1127
0.435,Butyric acid,Pyruvate,Ecoli,1,48,0.1127
4680,Acetic acid,Pyruvate,Ecoli,1,48,0.1127
0,Putrescine,Pyruvate,Ecoli,1,48,0.1127
0.138,Hippuric acid,Pyruvate,Ecoli,1,48,0.1127
2.8,beta-Hydroxybutyric acid,Pyruvate,Ecoli,2,48,0.1141
2.28,Succinic acid,Pyruvate,Ecoli,2,48,0.1141
0,Alanine,Pyruvate,Ecoli,2,48,0.1141
5.53,Propionic acid,Pyruvate,Ecoli,2,48,0.1141
402,Pyruvic acid,Pyruvate,Ecoli,2,48,0.1141
320,Lactic acid,Pyruvate,Ecoli,2,48,0.1141
0,Glycine,Pyruvate,Ecoli,2,48,0.1141
0,Valine,Pyruvate,Ecoli,2,48,0.1141
1.42,Acetyl-ornithine,Pyruvate,Ecoli,2,48,0.1141
0.376,Fumaric acid,Pyruvate,Ecoli,2,48,0.1141
0.109,Hippuric acid,Pyruvate,Ecoli,2,48,0.1141
0.328,Serine,Pyruvate,Ecoli,2,48,0.1141
0,Asparagine,Pyruvate,Ecoli,2,48,0.1141
0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,2,48,0.1141
0,Putrescine,Pyruvate,Ecoli,2,48,0.1141
0.609,Butyric acid,Pyruvate,Ecoli,2,48,0.1141
0.271,Methionine,Pyruvate,Ecoli,2,48,0.1141
2740,Acetic acid,Pyruvate,Ecoli,2,48,0.1141
1.88,Citric acid,Pyruvate,Ecoli,2,48,0.1141
0.12,Valeric acid,Pyruvate,Ecoli,2,48,0.1141
0,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,1,16,0.0248
395,Pyruvic acid,Pyruvate,Enterobacter,1,16,0.0248
0,Alanine,Pyruvate,Enterobacter,1,16,0.0248
0,Asparagine,Pyruvate,Enterobacter,1,16,0.0248
245,Acetic acid,Pyruvate,Enterobacter,1,16,0.0248
0.173,Succinic acid,Pyruvate,Enterobacter,1,16,0.0248
0,Valine,Pyruvate,Enterobacter,1,16,0.0248
0,Propionic acid,Pyruvate,Enterobacter,1,16,0.0248
0,Lactic acid,Pyruvate,Enterobacter,1,16,0.0248
0.511,Serine,Pyruvate,Enterobacter,1,16,0.0248
0,Valeric acid,Pyruvate,Enterobacter,1,16,0.0248
0.114,Hippuric acid,Pyruvate,Enterobacter,1,16,0.0248
0.144,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,1,16,0.0248
0,Putrescine,Pyruvate,Enterobacter,1,16,0.0248
0,Glycine,Pyruvate,Enterobacter,1,16,0.0248
0.984,Citric acid,Pyruvate,Enterobacter,1,16,0.0248
0,Acetyl-ornithine,Pyruvate,Enterobacter,1,16,0.0248
0.272,Fumaric acid,Pyruvate,Enterobacter,1,16,0.0248
0.0873,Methionine,Pyruvate,Enterobacter,1,16,0.0248
0,Butyric acid,Pyruvate,Enterobacter,1,16,0.0248
0,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,2,16,0.02
0,Valine,Pyruvate,Enterobacter,2,16,0.02
0,Butyric acid,Pyruvate,Enterobacter,2,16,0.02
0.227,Fumaric acid,Pyruvate,Enterobacter,2,16,0.02
367,Pyruvic acid,Pyruvate,Enterobacter,2,16,0.02
0.126,Succinic acid,Pyruvate,Enterobacter,2,16,0.02
0,Alanine,Pyruvate,Enterobacter,2,16,0.02
0,Asparagine,Pyruvate,Enterobacter,2,16,0.02
0.204,Serine,Pyruvate,Enterobacter,2,16,0.02
0,Acetyl-ornithine,Pyruvate,Enterobacter,2,16,0.02
2.17,Glycine,Pyruvate,Enterobacter,2,16,0.02
0,Propionic acid,Pyruvate,Enterobacter,2,16,0.02
0,Lactic acid,Pyruvate,Enterobacter,2,16,0.02
152,Acetic acid,Pyruvate,Enterobacter,2,16,0.02
0,Putrescine,Pyruvate,Enterobacter,2,16,0.02
0.138,Valeric acid,Pyruvate,Enterobacter,2,16,0.02
0.986,Citric acid,Pyruvate,Enterobacter,2,16,0.02
0.113,Methionine,Pyruvate,Enterobacter,2,16,0.02
0,Hippuric acid,Pyruvate,Enterobacter,2,16,0.02
0.16,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,2,16,0.02
2.04,Succinic acid,Pyruvate,Enterobacter,1,28,0.1136
1.04,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,1,28,0.1136
0,Glycine,Pyruvate,Enterobacter,1,28,0.1136
2.51,Propionic acid,Pyruvate,Enterobacter,1,28,0.1136
0.711,Butyric acid,Pyruvate,Enterobacter,1,28,0.1136
0,Alanine,Pyruvate,Enterobacter,1,28,0.1136
0,Valine,Pyruvate,Enterobacter,1,28,0.1136
