,Metabolite,Carbon source,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],Species,Dataset,Metabolite id,Charge,Phosphate,Compound class,Comment,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotatable Bond Count,Topological Polar Surface Area,Charge (pubchem),xlogP,pubchem id,Formula,Molecular weight [g/mol],ECMDB name,ECMDB ID,Park et al. name,Thorfinnsdottir et al. abbrv,Intracellular concentration [uM],log10(Rate [mmol/gDW/h]),log10(Metabolite value [gDW/mmol]),Rate [mmol C/gDW/h],Rate [g/gDW/h],Metabolite value [gDW/mmol C],Metabolite value [gDW/g],log10(Rate [mmol C/gDW/h]),log10(Rate [g/gDW/h]),log10(Metabolite value [gDW/mmol C]),log10(Metabolite value [gDW/g]),log10(Turnover [mmol/gDW/h]),Species - Carbon source,Intracellular concentration [M]
245,Citrate,Pyruvate,0.003103991027776,0.0006641132823904,0.0762038964957023,6.0,189.0997,4.8656094014374505,Enterobacter,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-2.5080795427595337,-1.1180228215302466,0.018623946166656,0.0005869637721551334,0.012700649415950385,0.4029826408804578,-1.7299282923758903,-3.2313887029068153,-1.8961740719138902,-0.39471366138296526,0.6871372419542131,Enterobacter - Pyruvate,
246,Citrate,D-Glucose,0.003059437374896,0.0002100374602915,0.0536485669313302,6.0,189.0997,0.4353617185223737,Pputida,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-2.5143584321602415,-1.2704418744832655,0.018356624249376,0.0005785386897616212,0.008941427821888366,0.2837051932463679,-1.736207181776598,-3.237667592307523,-2.048593124866909,-0.5471327143359842,-0.36114976125131015,Pputida - D-Glucose,
247,Citrate,L-Malate,0.0201935626016827,0.0003716214276878,0.0141980025971821,6.0,189.0997,3.344103890807771,Pputida,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-1.6947870549165973,-1.8477727487181512,0.12116137561009618,0.003818596629909418,0.002366333766197017,0.07508210006246492,-0.9166358045329538,-2.418096215063879,-2.625923999101795,-1.1244635885708698,0.5242797611424789,Pputida - L-Malate,
248,Citrate,Acetate,0.0017901875372104,0.0003006890956728,0.0740922413163813,6.0,189.0997,7.833101958515758,Pputida,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-2.747101470634977,-1.1302272674579226,0.0107411252232624,0.00033852392623022546,0.01234870688606355,0.39181575283504577,-1.9689502202513331,-3.470410630782258,-1.9083785178415662,-0.40691810731064115,0.8939337795149793,Pputida - Acetate,
249,Citrate,D-Fructose,0.0007314523184285,0.0001070291452335,0.073803762032909,6.0,189.0997,0.7890578445883201,Pputida,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-3.1358139792014494,-1.131921500121519,0.0043887139105709995,0.00013831741397913382,0.012300627005484835,0.39029021216273213,-2.357662728817806,-3.8591231393487306,-1.9100727505051627,-0.40861233997423774,-0.10289115817881679,Pputida - D-Fructose,
250,Citrate,Glycerol,0.0008733796940429,9.030802942929012e-05,0.0740142966194068,6.0,189.0997,0.7170678113391132,Pputida,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-3.0587969095839425,-1.130684383739035,0.0052402781642573995,0.00016515583812960419,0.012335716103234466,0.3914035644657648,-2.280645659200299,-3.782106069731224,-1.9088356341226786,-0.4073752235917537,-0.14443977222922616,Pputida - Glycerol,
251,Citrate,Pyruvate,0.0015324075744279,0.000464141542619,0.0691538199163482,6.0,189.0997,4.419827814129753,Pputida,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-2.814625710040493,-1.1601838253482861,0.0091944454465674,0.00028977781260204356,0.0115256366527247,0.3657003153169899,-2.036474459656849,-3.537934870187774,-1.9383350757319298,-0.4368746652010048,0.6454053506092947,Pputida - Pyruvate,
252,Citrate,D-Glucose,0.000963591463814,0.0003041354532397,0.0837801132033216,6.0,189.0997,0.2149492355462672,Pseudomonas,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-3.0161070559494276,-1.0768590571576033,0.005781548782884,0.00018221485672978828,0.0139633522005536,0.4430473089239253,-2.237955805565784,-3.7394162160967093,-1.855010307541247,-0.35354989701032186,-0.6676640950858354,Pseudomonas - D-Glucose,
253,Citrate,L-Malate,-0.0007211015303494,0.0008661324299724,0.0727209779525894,6.0,189.0997,1.3825616915281695,Pseudomonas,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,,-1.1383402893493824,-0.0043266091820964,-0.00013636008305861245,0.012120162992098234,0.38456421640324867,,,-1.916491539733026,-0.4150311292021009,0.1406845191394871,Pseudomonas - L-Malate,
254,Citrate,Acetate,0.003453878882732,9.658892854144564e-06,0.0776556079926812,6.0,189.0997,3.383961004950688,Pseudomonas,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-2.4616928959183624,-1.1098271757070661,0.020723273296392,0.0006531274605609564,0.012942601332113534,0.41065960439218674,-1.6835416455347187,-3.1850020560656436,-1.8879784260907098,-0.3865180155597849,0.5294253498066093,Pseudomonas - Acetate,
255,Citrate,D-Fructose,0.0001017960232664,4.303705069003424e-05,0.0794364490979124,6.0,189.0997,0.1875914583199303,Pseudomonas,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-3.992269187688776,-1.099980177549553,0.0006107761395984,1.924959746086926e-05,0.0132394081829854,0.420077076261424,-3.2141179373051325,-4.715578347836058,-1.8781314279331967,-0.3766710174022717,-0.7267869404184397,Pseudomonas - D-Fructose,
256,Citrate,Glycerol,0.000508689311219,4.472144526587757e-05,0.0798399077691497,6.0,189.0997,0.1257717602748747,Pseudomonas,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-3.293547387840194,-1.0977799734162323,0.0030521358673140002,9.619299614471954e-05,0.013306651294858285,0.42221065273583036,-2.5153961374565506,-4.016856547987476,-1.875931223799876,-0.37447081326895104,-0.9004168607473215,Pseudomonas - Glycerol,
257,Citrate,Pyruvate,0.0015816527204007,0.0001713781023413,0.0775572122212964,6.0,189.0997,1.4516834674907109,Pseudomonas,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-2.800888867342898,-1.1103778099423134,0.0094899163224042,0.0002990900549319563,0.012926202036882732,0.41013926633038755,-2.0227376169592546,-3.524198027490179,-1.888529060325957,-0.38706864979503197,0.16187193089011684,Pseudomonas - Pyruvate,
258,Citrate,Succinate,0.0019977369211353,0.0008790576863062,0.075590423097524,6.0,189.0997,0.0022317368518756,Pseudomonas,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-2.6994617039087654,-1.1215332238025217,0.0119864215268118,0.0003777714524656089,0.012598403849587334,0.39973846123248213,-1.9213104535251218,-3.4227708640560466,-1.8996844741861656,-0.3982240636552405,-2.6513570151626795,Pseudomonas - Succinate,
259,Citrate,Fumarate,0.003272562412113,0.002966090524274,0.0748343139751001,6.0,189.0997,0.1489992164890273,Pseudomonas,Vila-23,cit,-3.0,0.0,Carboxylic acid,,1.0,7.0,2.0,141.0,-3.0,0.2,31348.0,C6H5O7-3,189.1,Citric acid,ECMDB00094,citrate,Cit,,-2.4851120621254688,-1.1258992182731815,0.019635374472678,0.0006188405703618447,0.012472385662516683,0.3957399931099843,-1.7069608117418251,-3.2084212222727504,-1.9040504686568251,-0.4025900581259001,-0.8268160153151529,Pseudomonas - Fumarate,
260,Citrulline,Galactose,,,0.1046849365697377,6.0,175.18572,0.1199335944716745,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,-0.9801158057642365,,,0.017447489428289616,0.5975654669212632,,,-1.7582670561478801,-0.2236145081787366,-0.9210591500946453,E. coli - Galactose,
261,Citrulline,L-malate,,,0.1015783188906715,6.0,175.18572,0.1626950366452508,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,-0.9931989789709604,,,0.016929719815111915,0.5798321854696347,,,-1.771350229354604,-0.2366976813854604,-0.7886256959288995,E. coli - L-malate,
262,Citrulline,L-alanine,,,0.0848380512708246,6.0,175.18572,0.0888005976449458,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,-1.0714093157807414,,,0.0141396752118041,0.4842749241823169,,,-1.849560566164385,-0.3149080181952414,-1.051584111326932,E. coli - L-alanine,
263,Creatine,Galactose,1.0291182650784851e-06,3.431744826211689e-07,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,C4H9N3O2,131.13,,,,,,-5.9875347137510255,,,,,,,,,,,E. coli - Galactose,
264,Creatine,L-malate,-2.2487734505036237e-07,4.485056849624404e-07,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,C4H9N3O2,131.13,,,,,,,,,,,,,,,,,E. coli - L-malate,
265,Creatine,L-alanine,-3.380730550542571e-06,1.4107414695685445e-06,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,3.0,3.0,3.0,90.4,0.0,-1.2,586.0,C4H9N3O2,131.13,,,,,,,,,,,,,,,,,E. coli - L-alanine,
266,Creatinine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
267,Creatinine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
268,Creatinine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
269,Cyclic gmp,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
270,Cyclic gmp,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
271,Cyclic gmp,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
272,Deoxycarnitine,Galactose,0.0002969192152782,7.82757466810869e-05,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,0.0,2.0,3.0,40.1,0.0,0.8,725.0,C7H15NO2,145.2,,,,,,-3.527361695905955,,,,,,,,,,,E. coli - Galactose,
273,Deoxycarnitine,L-malate,0.000901709297034,0.0002831622376374,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,0.0,2.0,3.0,40.1,0.0,0.8,725.0,C7H15NO2,145.2,,,,,,-3.0449334525277525,,,,,,,,,,,E. coli - L-malate,
274,Deoxycarnitine,L-alanine,-0.0001135375090242,0.0001045758289572,,,,,E. coli,SINTEF-23,,0.0,0.0,Other,,0.0,2.0,3.0,40.1,0.0,0.8,725.0,C7H15NO2,145.2,,,,,,,,,,,,,,,,,E. coli - L-alanine,
275,Dethiobiotin,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
276,Dethiobiotin,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
277,Dethiobiotin,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
278,Diaminopimelate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
279,Diaminopimelate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
280,Diaminopimelate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
281,Diethanolamine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
282,Diethanolamine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
283,Diethanolamine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
284,Dihydroorotate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
285,Dihydroorotate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
286,Dihydroorotate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
287,Dihydrouracil,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
288,Dihydrouracil,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
289,Dihydrouracil,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
290,Dihydroxyacetone phosphate,Glucose,0.0017999966338154,6.091112532875142e-05,0.029999449963014,3.0,168.041961,6.136868580671108,E. coli,Paczia-12,dhap,-2.0,1.0,Phosphorylated sugar,,3.0,6.0,4.0,104.0,0.0,-2.5,668.0,C3H7O6P,170.06,Dihydroxyacetone phosphate,ECMDB01473,dihydroxyacetonephosphate,,374.0,-2.744728307072674,-1.5228867079542627,0.0053999899014462,0.0003024749641397387,0.009999816654338,0.1785235650934471,-2.267607052353011,-3.5193105660889517,-2.000007962673925,-0.748304448937985,0.7879468230883203,E. coli - Glucose,0.000374
291,Dihydroxyacetone phosphate,Glucose,0.0004702520547761,3.468545445997185e-05,0.0513294994685498,3.0,168.041961,2.3474693358252874,C. glutamicum,Paczia-12,dhap,-2.0,1.0,Phosphorylated sugar,,3.0,6.0,4.0,104.0,0.0,-2.5,668.0,C3H7O6P,170.06,Dihydroxyacetone phosphate,ECMDB01473,dihydroxyacetonephosphate,,,-3.3276692981146976,-1.2896329706721557,0.0014107561643283,7.902207744885526e-05,0.017109833156183266,0.30545644173094244,-2.850548043395035,-4.102251557130975,-1.766754225391818,-0.515050711655878,0.3705999279375739,C. glutamicum - Glucose,
292,Dihydroxyacetone phosphate,Glucose,0.0007184216633692,2.4841762867505208e-05,0.043233429090439,3.0,169.049901,21.885495955268674,B. licheniformis,Paczia-12,dhap,-2.0,1.0,Phosphorylated sugar,,3.0,6.0,4.0,104.0,0.0,-2.5,668.0,C3H7O6P,170.06,Dihydroxyacetone phosphate,ECMDB01473,dihydroxyacetonephosphate,,,-3.1436205803777058,-1.3641803167218614,0.0021552649901075997,0.0001214491110688186,0.014411143030146333,0.25574359307337896,-2.6664993256580436,-3.9156056596099393,-1.8413015714415237,-0.5921952374896279,1.3401563927675433,B. licheniformis - Glucose,
293,Dihydroxyacetone phosphate,Glucose,3.096248243093225e-05,2.993362524672916e-06,0.0065369444792351,3.0,168.041961,7.464696217814072,S. cerevisiae,Paczia-12,dhap,-2.0,1.0,Phosphorylated sugar,,3.0,6.0,4.0,104.0,0.0,-2.5,668.0,C3H7O6P,170.06,Dihydroxyacetone phosphate,ECMDB01473,dihydroxyacetonephosphate,,,-4.5091642268381245,-2.1846252036472418,9.288744729279676e-05,5.202996265121903e-06,0.0021789814930783667,0.03890066766856583,-4.032042972118462,-5.283746485854402,-2.661746458366904,-1.410042944630964,0.8730121384359225,S. cerevisiae - Glucose,
294,Erythrose-4-phosphate,Glucose,4.188499356045229e-05,5.6048719531770575e-06,0.0355415599591513,4.0,198.067941,0.2385928479882371,E. coli,Paczia-12,e4p,-2.0,1.0,Phosphorylated sugar,,4.0,7.0,5.0,124.0,0.0,-3.3,122357.0,C4H9O7P,200.08,D-Erythrose 4-phosphate,ECMDB02649,erythrose-4-phosphate[c]*,,25.15,-4.377941546991553,-1.4492635144377666,0.00016753997424180916,8.296074433317044e-06,0.008885389989787825,0.1794412552567066,-3.7758815556635907,-5.08112736006238,-2.051323505765729,-0.7460777013669395,-0.6223425787955859,E. coli - Glucose,2.5149999999999998e-05
295,Erythrose-4-phosphate,Glucose,0.0001381809357609,1.196099563097648e-05,0.0668251974211109,4.0,198.067941,0.3180120707311554,C. glutamicum,Paczia-12,e4p,-2.0,1.0,Phosphorylated sugar,,4.0,7.0,5.0,124.0,0.0,-3.3,122357.0,C4H9O7P,200.08,D-Erythrose 4-phosphate,ECMDB02649,erythrose-4-phosphate[c]*,,,-3.859551870601183,-1.1750597495370454,0.0005527237430436,2.7369213431614733e-05,0.016706299355277725,0.3373852279360591,-3.257491879273221,-4.56273768367201,-1.777119740865008,-0.4718739364662185,-0.49755639525945905,C. glutamicum - Glucose,
296,Erythrose-4-phosphate,Glucose,1.898956666035116e-05,7.977251828068957e-07,0.0558272206823473,4.0,199.075881,0.1107063154335545,B. licheniformis,Paczia-12,e4p,-2.0,1.0,Phosphorylated sugar,,4.0,7.0,5.0,124.0,0.0,-3.3,122357.0,C4H9O7P,200.08,D-Erythrose 4-phosphate,ECMDB02649,erythrose-4-phosphate[c]*,,,-4.721484945698242,-1.2531539926468909,7.595826664140464e-05,3.7803647127176353e-06,0.013956805170586825,0.2804318654872475,-4.11942495437028,-5.422466299347962,-1.8552139839748532,-0.552172638997171,-0.955827603333478,B. licheniformis - Glucose,
297,Ethanol,Glucose,8.00292975321067,0.340528102372254,0.0005868780254103,2.0,46.06844,4.220738246536802,S. cerevisiae,Paczia-12,etoh,0.0,0.0,Other,,1.0,1.0,0.0,20.2,0.0,-0.1,702.0,C2H6O,46.07,Ethanol,ECMDB00108,,,,0.9032490048326227,-3.23145215155597,16.00585950642134,0.3686824891600006,0.00029343901270515,0.01273926413419469,1.204279000496604,-0.4333474890328353,-3.5324821472199512,-1.894855657690512,0.6253884197664562,S. cerevisiae - Glucose,
298,Ethanolamine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
299,Ethanolamine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
300,Ethanolamine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
301,Formate,Galactose,0.3572547265283111,0.1608922166600057,0.0066306621797407,1.0,45.01744,0.18174526193537,E. coli,SINTEF-23,for,-1.0,0.0,Carboxylic acid,"LB, stationary phase overnight",0.0,2.0,0.0,40.1,-1.0,0.5,283.0,CHO2-,45.017,Formic acid,ECMDB00142,,,184.0,-0.44702201672429737,-2.1784430980436267,0.3572547265283111,0.016082693216204653,0.0066306621797407,0.14729096500691063,-0.44702201672429737,-1.793641222316686,-2.1784430980436267,-0.831823892451238,-0.7405369022964107,E. coli - Galactose,0.000184
302,Formate,L-malate,0.0772184218873558,0.0889565976202292,0.0020853004337184,1.0,45.01744,0.976433135121116,E. coli,SINTEF-23,for,-1.0,0.0,Carboxylic acid,"LB, stationary phase overnight",0.0,2.0,0.0,40.1,-1.0,0.5,283.0,CHO2-,45.017,Formic acid,ECMDB00142,,,184.0,-1.1122790782962297,-2.680831366442455,0.0772184218873558,0.0034761756742087264,0.0020853004337184,0.046322057267547866,-1.1122790782962297,-2.4588982838886184,-2.680831366442455,-1.3342121608500663,-0.010357491282617344,E. coli - L-malate,0.000184
303,Formate,L-alanine,0.0739535300445149,0.0256153670060576,0.0047111091906359,1.0,45.01744,0.5329434851181437,E. coli,SINTEF-23,for,-1.0,0.0,Carboxylic acid,"LB, stationary phase overnight",0.0,2.0,0.0,40.1,-1.0,0.5,283.0,CHO2-,45.017,Formic acid,ECMDB00142,,,184.0,-1.1310410908724482,-2.3268768298859226,0.0739535300445149,0.0033291986015671466,0.0047111091906359,0.10465075736505453,-1.1310410908724482,-2.477660296464837,-2.3268768298859226,-0.980257624293534,-0.2733188423855359,E. coli - L-alanine,0.000184
304,"Fructose-1,6-bisphosphate",Glucose,0.0025478428588481,0.00049191187648,0.0586535917430186,6.0,336.083922,0.0,E. coli,Paczia-12,fdp,-4.0,2.0,Phosphorylated sugar,,7.0,12.0,6.0,203.0,0.0,-5.6,10267.0,C6H14O12P2,340.12,"Fructose 1,6-bisphosphate",ECMDB20123,"fructose-1,6-bisphosphate","F1,6BP",3718.673333333333,-2.593827361124626,-1.23170538804271,0.0152870571530886,0.0008562890206413619,0.009775598623836434,0.1745206714857922,-1.8156761107409822,-3.0673796244769225,-2.0098566384263536,-0.7581531246904134,-inf,E. coli - Glucose,0.003718673333333333
305,"Fructose-1,6-bisphosphate",Glucose,0.0001100492672177,2.2836793796909023e-05,0.1026589989368165,6.0,336.083922,2.347469335825287,C. glutamicum,Paczia-12,fdp,-4.0,2.0,Phosphorylated sugar,,7.0,12.0,6.0,203.0,0.0,-5.6,10267.0,C6H14O12P2,340.12,"Fructose 1,6-bisphosphate",ECMDB20123,"fructose-1,6-bisphosphate","F1,6BP",,-3.9584128449267975,-0.9886029750093721,0.0006602956033062,3.6985789339750645e-05,0.017109833156136085,0.3054564417301001,-3.1802615945431536,-4.431965108279094,-1.7667542253930157,-0.5150507116570756,0.37059992793757385,C. glutamicum - Glucose,
306,"Fructose-1,6-bisphosphate",Glucose,-1.6663428412596996e-05,2.892283844538132e-05,0.0864516814481075,6.0,338.099802,3.2729766693723454,B. licheniformis,Paczia-12,fdp,-4.0,2.0,Phosphorylated sugar,,7.0,12.0,6.0,203.0,0.0,-5.6,10267.0,C6H14O12P2,340.12,"Fructose 1,6-bisphosphate",ECMDB20123,"fructose-1,6-bisphosphate","F1,6BP",,,-1.0632265554665978,-9.998057047558198e-05,-5.633901846940219e-06,0.014408613574684584,0.25569870475140793,,,-1.8413778058502415,-0.5922714718983456,0.5149429095551895,B. licheniformis - Glucose,
307,"Fructose-1,6-bisphosphate",Glucose,0.0004672636542298,0.0001580386137378,0.0126448616982521,6.0,340.115682,0.0,S. cerevisiae,Paczia-12,fdp,-4.0,2.0,Phosphorylated sugar,,7.0,12.0,6.0,203.0,0.0,-5.6,10267.0,C6H14O12P2,340.12,"Fructose 1,6-bisphosphate",ECMDB20123,"fructose-1,6-bisphosphate","F1,6BP",,-3.3304379989485646,-1.8980859163404873,0.0028035819253788,0.0001589236964321806,0.0021074769497086833,0.03717812017339471,-2.552286748564921,-3.7988113421729977,-2.676237166724131,-1.4297125731160547,-inf,S. cerevisiae - Glucose,
308,Fructose-6-phosphate,Galactose,,,0.0857716933687469,6.0,258.119901,3.4214182450412567,E. coli,SINTEF-23,f6p,-2.0,1.0,Phosphorylated sugar,,6.0,9.0,7.0,165.0,0.0,-4.3,69507.0,C6H13O9P,260.14,Fructose 6-phosphate,ECMDB00124,fructose-6-phosphate[c]*,F6P,,,-1.0666560156721103,,,0.014295282228124484,0.3322939960710232,,,-1.844807266055754,-0.4784775055367578,0.5342061669681174,E. coli - Galactose,
309,Fructose-6-phosphate,L-malate,,,0.056647790305242,6.0,258.119901,0.4788108386756928,E. coli,SINTEF-23,f6p,-2.0,1.0,Phosphorylated sugar,,6.0,9.0,7.0,165.0,0.0,-4.3,69507.0,C6H13O9P,260.14,Fructose 6-phosphate,ECMDB00124,fructose-6-phosphate[c]*,F6P,,,-1.2468170262587805,,,0.009441298384207,0.21946308706062148,,,-2.024968276642424,-0.6586385161234279,-0.31983602718006565,E. coli - L-malate,
310,Fructose-6-phosphate,L-alanine,,,0.0930494277296467,6.0,258.119901,0.2613386009638543,E. coli,SINTEF-23,f6p,-2.0,1.0,Phosphorylated sugar,,6.0,9.0,7.0,165.0,0.0,-4.3,69507.0,C6H13O9P,260.14,Fructose 6-phosphate,ECMDB00124,fructose-6-phosphate[c]*,F6P,,,-1.0312862935124818,,,0.015508237954941115,0.36048916557443855,,,-1.8094375438961254,-0.44310778337712936,-0.5827964381583925,E. coli - L-alanine,
311,Fructose-6-phosphate,Glucose,0.0016153662214265,0.0001008914510995,0.0518501466403309,6.0,258.119901,6.195986540474953,E. coli,Paczia-12,f6p,-2.0,1.0,Phosphorylated sugar,,6.0,9.0,7.0,165.0,0.0,-4.3,69507.0,C6H13O9P,260.14,Fructose 6-phosphate,ECMDB00124,fructose-6-phosphate[c]*,F6P,398.4444444444444,-2.7917290027976738,-1.2852500110204277,0.009692197328558999,0.00041695816915335234,0.008641691106721817,0.20087620690793187,-2.0135777524140304,-3.3799075129330265,-2.063401261404071,-0.6970715008850752,0.7921104656714476,E. coli - Glucose,0.0003984444444444444
312,Fructose-6-phosphate,Glucose,8.691028489264957e-05,8.185166677002655e-06,0.0978165933265828,6.0,258.119901,2.387863981864832,C. glutamicum,Paczia-12,f6p,-2.0,1.0,Phosphorylated sugar,,6.0,9.0,7.0,165.0,0.0,-4.3,69507.0,C6H13O9P,260.14,Fructose 6-phosphate,ECMDB00124,fructose-6-phosphate[c]*,F6P,,-4.060928826453255,-1.0095874664915288,0.0005214617093558975,2.2433274132372506e-05,0.016302765554430467,0.3789579685550196,-3.282777576069611,-4.649107336588607,-1.7877387168751724,-0.42140895635617626,0.37800958476556196,C. glutamicum - Glucose,
313,Fructose-6-phosphate,Glucose,0.0006174576957397,2.9820274420759305e-05,0.0810185658770501,6.0,259.127841,3.477137992827937,B. licheniformis,Paczia-12,f6p,-2.0,1.0,Phosphorylated sugar,,6.0,9.0,7.0,165.0,0.0,-4.3,69507.0,C6H13O9P,260.14,Fructose 6-phosphate,ECMDB00124,fructose-6-phosphate[c]*,F6P,,-3.2093927921349823,-1.0914154486023924,0.0037047461744382,0.00016000047960586334,0.013503094312841683,0.3126586690352971,-2.4312415417513384,-3.795878715532402,-1.869566698986036,-0.504929525204973,0.5412219263273556,B. licheniformis - Glucose,
